SOURCE_ID,ra,dec,parallax,pmra,pmdec,pmra_error,pmdec_error,ruwe,astrometric_excess_noise_sig,astrometric_gof_al,visibility_periods_used,phot_bp_rp_excess_factor,bp_rp,phot_g_mean_mag
3949891073476466688,182.8545040024475,18.183425903232422,1.321960237854543,-3.2184138057854152,3.027877880362114,0.07461689,0.046352323,0.9675348,2.57847e-15,-0.68939793,16,1.2710228,1.4869871,16.543545
3949891142195943552,182.85272898093996,18.190873638514947,1.2905117655374114,-13.048247710987159,-15.470545711023792,0.045202073,0.028347775,1.1334388,1.1447119,2.9218366,16,1.2193104,1.0508757,15.338328
3949891172260392704,182.85040581843577,18.20267090940909,1.3842000488519364,-3.540338768863428,2.9333806202831756,0.30553365,0.19238782,1.0662085,4.0016907e-15,1.4268848,16,1.3208815,2.2764053,18.929966
3949891378418825728,182.84479598041295,18.218367818018994,0.06611334140688441,-12.87442061102392,-5.753353097250905,0.62184334,0.33037788,1.0936114,0.7554985,1.8820246,15,1.2860873,1.5018997,19.634256
3949891412779758080,182.82352274792507,18.216426399450537,1.3966313863506004,4.447657410770839,-5.016882807156377,1.4576489,1.0547858,0.9494626,0.0,-0.80347735,12,1.2286093,1.4676819,20.683712
3949891520153066880,182.8723367199359,18.232834813511502,1.7211343487214146,-18.82961355477172,-22.211690509547687,0.1306384,0.07479515,1.0173123,0.2796218,0.4158203,17,1.3511924,2.0925522,17.562376
3949891550217518464,182.85098151314077,18.225341565827385,-0.1825585523493024,-2.7249225969316955,-3.6481358244368622,0.6564302,0.33255047,1.0487607,0.58098555,1.0374835,15,1.1891601,1.3227749,19.751875
3949891550217531136,182.83550098571635,18.229011825011813,0.33736730081527144,-3.1818218613632077,-0.31082315695701523,1.9786422,0.7499012,0.9824417,0.0,-0.27219304,14,1.2920305,0.84750366,20.660677
3949891584577258496,182.85817750727367,18.238778312633073,0.897998956663057,-6.202385482178167,-2.5266038874243373,1.7446616,0.73219335,1.0070242,0.0,0.16661833,15,1.3979923,1.4668884,20.607069
3949891618936993664,182.89360586866897,18.216460120094872,0.3518654979347313,-19.8890017320292,-4.596760277743524,0.5189148,0.21598755,0.93632954,0.0,-1.276889,13,1.2003294,1.6063671,19.321169
3949891618936994176,182.9016166870462,18.217046476049607,1.2539879865943806,-8.533594447634275,-6.420014064623262,0.27332696,0.15232907,0.958843,0.0,-0.8457201,14,1.345669,2.2850113,18.746815
3949891623232281856,182.90584271381758,18.216466397755536,0.9260286429900192,-10.324492160915137,-2.664509665952528,0.048748463,0.02720095,1.0315922,0.019088568,0.71348107,15,1.2068117,0.951004,15.552995
3949891687656471424,182.89208216262102,18.223351724963873,0.22597641248578143,-4.160684301546853,-12.280699431662551,0.98505676,0.45936418,0.96162695,0.0,-0.7145422,14,1.3171912,1.4179001,20.13331
3949891687656487552,182.89785195587035,18.22917730515571,0.8394616653375164,-1.4472544477230298,-9.016763919282567,0.8210984,0.4378719,1.0091223,0.9856495,0.21846245,14,1.6266801,2.0045967,20.13537
3949891691951875584,182.8873229674284,18.235629543984167,-0.21909353583174462,-3.471323330244826,-4.298603981362219,1.696204,0.8887456,1.0070878,0.0,0.15022561,12,1.340204,1.1783123,20.792143
3949891859455167616,182.9287592499183,18.26098485883291,5.2821463304179925,-37.097310692477045,-55.92889563687964,0.16077496,0.089994065,0.99598336,0.0,-0.06124879,15,1.5036567,3.0371227,17.937328
3949891962534392704,182.87347141682156,18.250935032338464,0.8055186728050195,0.07843415674481204,-7.049604829846526,1.0517111,0.54891366,0.95003253,1.4775743e-15,-0.93467253,14,1.1968876,0.7435341,20.450203
3949892065613608320,182.9096801988113,18.276244891656955,-3.230236018859465,0.17179412324707552,-2.3304628511247163,2.2820823,1.0079535,0.9432991,0.0,-0.72293735,11,1.2406654,0.25732613,20.823345
3949892099973336960,182.88971120724185,18.272148849888996,0.35678672498764774,-13.472157378572684,-12.894356694522225,0.058720723,0.037463937,1.0062648,0.0,0.17541157,17,1.1988586,0.6566782,16.313337
